Name,Origine,Destinazione,Total_Minu,Total_Mete
42012 - 28060,42012.0,28060.0,182.85,344304.76
42013 - 28060,42013.0,28060.0,194.81,363616.97
42014 - 28060,42014.0,28060.0,164.06,314804.26
42015 - 28060,42015.0,28060.0,165.57,301611.79
42016 - 28060,42016.0,28060.0,181.79,340404.85
42017 - 28060,42017.0,28060.0,199.06,368289.61
80027 - 28060,80027.0,28060.0,568.21,1118405.73
80028 - 28060,80028.0,28060.0,576.8,1126410.64
80029 - 28060,80029.0,28060.0,634.11,1219815.04
80030 - 28060,80030.0,28060.0,584.86,1139503.26
80031 - 28060,80031.0,28060.0,588.46,1143465.18
80032 - 28060,80032.0,28060.0,566.65,1115408.96
80033 - 28060,80033.0,28060.0,627.98,1189754.68
80034 - 28060,80034.0,28060.0,591.06,1164444.25
80035 - 28060,80035.0,28060.0,570.9,1119575.6
80036 - 28060,80036.0,28060.0,597.91,1151481.86
80037 - 28060,80037.0,28060.0,576.95,1127080.96
80038 - 28060,80038.0,28060.0,567.51,1120651.49
80039 - 28060,80039.0,28060.0,587.87,1142348.73
68023 - 28060,68023.0,28060.0,266.68,495162.4
68024 - 28060,68024.0,28060.0,238.81,464467.85
68025 - 28060,68025.0,28060.0,251.36,477230.34
69040 - 28060,69040.0,28060.0,294.23,537978.46
69041 - 28060,69041.0,28060.0,289.05,554903.3
69042 - 28060,69042.0,28060.0,264.78,504102.59
69043 - 28060,69043.0,28060.0,271.49,511899.49
69044 - 28060,69044.0,28060.0,297.95,564610.04
69045 - 28060,69045.0,28060.0,298.34,541604.93
69046 - 28060,69046.0,28060.0,268.13,517550.55
74006 - 28060,74006.0,28060.0,481.95,913410.65
74007 - 28060,74007.0,28060.0,432.67,835854.59
74008 - 28060,74008.0,28060.0,465.79,891207.93
74009 - 28060,74009.0,28060.0,474.59,903279.82
74010 - 28060,74010.0,28060.0,475.02,894968.23
37045 - 28060,37045.0,28060.0,86.63,156632.01
37046 - 28060,37046.0,28060.0,73.08,128033.14
41035 - 28060,41035.0,28060.0,147.68,255999.1
41036 - 28060,41036.0,28060.0,138.77,261682.3
41037 - 28060,41037.0,28060.0,153.29,284522.25
33044 - 28060,33044.0,28060.0,133.7,235448.03
34016 - 28060,34016.0,28060.0,120.91,224817.85
34017 - 28060,34017.0,28060.0,123.97,236379.24
34018 - 28060,34018.0,28060.0,137.1,231967.95
68026 - 28060,68026.0,28060.0,261.29,497805.64
68027 - 28060,68027.0,28060.0,259.68,487438.36
68028 - 28060,68028.0,28060.0,246.41,472258.86
68029 - 28060,68029.0,28060.0,267.7,514868.9
68030 - 28060,68030.0,28060.0,255.75,489409.37
68031 - 28060,68031.0,28060.0,251.96,478261.99
68032 - 28060,68032.0,28060.0,266.17,512989.39
68033 - 28060,68033.0,28060.0,264.85,517348.79
68034 - 28060,68034.0,28060.0,263.66,504889.35
68035 - 28060,68035.0,28060.0,256.64,494232.67
68036 - 28060,68036.0,28060.0,270.21,517948.35
68037 - 28060,68037.0,28060.0,277.59,520597.88
68038 - 28060,68038.0,28060.0,259.89,502555.93
71049 - 28060,71049.0,28060.0,329.33,631482.06
71050 - 28060,71050.0,28060.0,322.15,622043.43
71051 - 28060,71051.0,28060.0,321.19,629244.7
71052 - 28060,71052.0,28060.0,380.22,706990.3
71053 - 28060,71053.0,28060.0,312.48,602671.62
71054 - 28060,71054.0,28060.0,359.84,684994.49
71055 - 28060,71055.0,28060.0,360.81,686182.95
71056 - 28060,71056.0,28060.0,326.16,626867.18
71058 - 28060,71058.0,28060.0,356.31,671420.08
71059 - 28060,71059.0,28060.0,358.23,668034.91
71060 - 28060,71060.0,28060.0,383.33,696837.45
74011 - 28060,74011.0,28060.0,471.3,896697.75
74012 - 28060,74012.0,28060.0,451.73,859550.39
75003 - 28060,75003.0,28060.0,520.65,966808.89
75004 - 28060,75004.0,28060.0,534.32,981876.62
75005 - 28060,75005.0,28060.0,528.02,980390.12
75006 - 28060,75006.0,28060.0,518.88,963129.17
75007 - 28060,75007.0,28060.0,495.55,936373.79
78064 - 28060,78064.0,28060.0,452.51,886336.32
78065 - 28060,78065.0,28060.0,511.28,996760.89
78066 - 28060,78066.0,28060.0,496.74,972231.33
78067 - 28060,78067.0,28060.0,530.0,1016578.02
78068 - 28060,78068.0,28060.0,537.28,1012119.49
78069 - 28060,78069.0,28060.0,484.58,946503.2
78070 - 28060,78070.0,28060.0,498.74,973229.19
33045 - 28060,33045.0,28060.0,131.13,235864.25
33046 - 28060,33046.0,28060.0,110.7,202553.63
34023 - 28060,34023.0,28060.0,118.2,201191.42
34024 - 28060,34024.0,28060.0,144.88,239086.75
68045 - 28060,68045.0,28060.0,269.58,505914.92
68046 - 28060,68046.0,28060.0,269.72,497454.53
69001 - 28060,69001.0,28060.0,282.29,540091.41
69002 - 28060,69002.0,28060.0,282.05,539828.46
71061 - 28060,71061.0,28060.0,364.66,682767.12
71062 - 28060,71062.0,28060.0,355.55,669618.26
71063 - 28060,71063.0,28060.0,353.81,678209.88
71064 - 28060,71064.0,28060.0,365.62,705987.78
72001 - 28060,72001.0,28060.0,405.58,798415.51
72002 - 28060,72002.0,28060.0,403.6,786857.08
72003 - 28060,72003.0,28060.0,437.65,842342.52
72004 - 28060,72004.0,28060.0,417.47,808627.84
72017 - 28060,72017.0,28060.0,430.86,827145.2
78013 - 28060,78013.0,28060.0,534.99,1024714.55
78071 - 28060,78071.0,28060.0,479.83,913869.06
78072 - 28060,78072.0,28060.0,513.22,1006903.58
78073 - 28060,78073.0,28060.0,497.89,966116.19
78074 - 28060,78074.0,28060.0,532.54,1008746.3
78075 - 28060,78075.0,28060.0,506.21,999703.18
36001 - 28060,36001.0,28060.0,97.73,165988.91
36002 - 28060,36002.0,28060.0,97.52,166245.23
37050 - 28060,37050.0,28060.0,67.7,116957.42
76008 - 28060,76008.0,28060.0,415.24,808046.74
78014 - 28060,78014.0,28060.0,508.35,1001818.98
78015 - 28060,78015.0,28060.0,484.52,919045.72
78016 - 28060,78016.0,28060.0,531.68,1032844.05
78017 - 28060,78017.0,28060.0,492.62,967047.12
78018 - 28060,78018.0,28060.0,548.64,1025820.19
78019 - 28060,78019.0,28060.0,494.83,931027.64
78020 - 28060,78020.0,28060.0,487.52,921924.18
80040 - 28060,80040.0,28060.0,593.28,1145350.39
69051 - 28060,69051.0,28060.0,302.11,563314.62
69052 - 28060,69052.0,28060.0,298.55,560064.55
69053 - 28060,69053.0,28060.0,300.07,560430.2
69054 - 28060,69054.0,28060.0,305.76,566052.0
69055 - 28060,69055.0,28060.0,281.48,545654.18
69056 - 28060,69056.0,28060.0,270.97,526084.2
69057 - 28060,69057.0,28060.0,273.44,518656.33
69058 - 28060,69058.0,28060.0,257.95,503513.45
37054 - 28060,37054.0,28060.0,67.68,122533.04
41044 - 28060,41044.0,28060.0,136.41,259271.69
67031 - 28060,67031.0,28060.0,222.94,425060.52
67032 - 28060,67032.0,28060.0,228.32,439889.43
67033 - 28060,67033.0,28060.0,240.92,463052.46
70023 - 28060,70023.0,28060.0,346.83,645172.8
79099 - 28060,79099.0,28060.0,537.66,1039274.01
79108 - 28060,79108.0,28060.0,553.58,1081967.27
79110 - 28060,79110.0,28060.0,517.06,1021258.53
79114 - 28060,79114.0,28060.0,542.59,1059150.14
79115 - 28060,79115.0,28060.0,545.33,1050297.08
79116 - 28060,79116.0,28060.0,580.71,1114724.56
79117 - 28060,79117.0,28060.0,589.96,1124892.53
79118 - 28060,79118.0,28060.0,578.16,1112925.79
79122 - 28060,79122.0,28060.0,572.34,1091516.44
34019 - 28060,34019.0,28060.0,134.11,230035.31
80041 - 28060,80041.0,28060.0,603.48,1178667.2
80042 - 28060,80042.0,28060.0,568.82,1117696.93
80043 - 28060,80043.0,28060.0,598.57,1154474.93
80044 - 28060,80044.0,28060.0,582.13,1135495.31
80045 - 28060,80045.0,28060.0,590.1,1145054.55
80046 - 28060,80046.0,28060.0,570.19,1119385.86
80047 - 28060,80047.0,28060.0,593.91,1145601.94
80048 - 28060,80048.0,28060.0,578.08,1139016.61
80049 - 28060,80049.0,28060.0,565.61,1115298.77
80050 - 28060,80050.0,28060.0,612.83,1197159.82
80051 - 28060,80051.0,28060.0,580.96,1136192.55
80052 - 28060,80052.0,28060.0,594.26,1133549.5
80053 - 28060,80053.0,28060.0,620.04,1202994.86
68039 - 28060,68039.0,28060.0,254.72,497860.16
75008 - 28060,75008.0,28060.0,513.87,966543.36
75009 - 28060,75009.0,28060.0,516.15,970621.33
75010 - 28060,75010.0,28060.0,505.67,950893.54
75011 - 28060,75011.0,28060.0,488.85,921615.24
75012 - 28060,75012.0,28060.0,515.98,963855.56
75013 - 28060,75013.0,28060.0,502.32,947217.46
75014 - 28060,75014.0,28060.0,497.94,936504.73
75015 - 28060,75015.0,28060.0,512.1,960243.55
75016 - 28060,75016.0,28060.0,528.15,980992.98
75017 - 28060,75017.0,28060.0,503.22,947350.66
75018 - 28060,75018.0,28060.0,508.79,958195.84
75019 - 28060,75019.0,28060.0,537.93,997270.13
75020 - 28060,75020.0,28060.0,496.3,935297.64
75021 - 28060,75021.0,28060.0,522.37,975817.09
75022 - 28060,75022.0,28060.0,506.5,948971.93
75023 - 28060,75023.0,28060.0,507.39,957555.77
75024 - 28060,75024.0,28060.0,533.23,991758.22
75025 - 28060,75025.0,28060.0,512.0,963675.88
75026 - 28060,75026.0,28060.0,514.34,964504.46
75027 - 28060,75027.0,28060.0,524.91,977445.68
75028 - 28060,75028.0,28060.0,535.74,995418.04
75029 - 28060,75029.0,28060.0,510.34,951928.24
75030 - 28060,75030.0,28060.0,510.58,954986.85
75031 - 28060,75031.0,28060.0,520.5,968476.71
75032 - 28060,75032.0,28060.0,515.7,968361.63
75033 - 28060,75033.0,28060.0,518.91,972992.07
75034 - 28060,75034.0,28060.0,491.83,929177.9
41045 - 28060,41045.0,28060.0,148.15,273148.8
41046 - 28060,41046.0,28060.0,152.95,284495.81
41047 - 28060,41047.0,28060.0,177.07,292675.55
41048 - 28060,41048.0,28060.0,161.63,269413.04
41049 - 28060,41049.0,28060.0,184.98,315167.25
41050 - 28060,41050.0,28060.0,153.2,285636.17
41051 - 28060,41051.0,28060.0,152.07,288758.54
41052 - 28060,41052.0,28060.0,156.33,288369.01
41054 - 28060,41054.0,28060.0,171.21,307000.87
34002 - 28060,34002.0,28060.0,159.04,271858.6
34020 - 28060,34020.0,28060.0,124.49,229105.29
36022 - 28060,36022.0,28060.0,93.72,129680.35
36023 - 28060,36023.0,28060.0,88.29,155177.9
36024 - 28060,36024.0,28060.0,139.15,211730.89
68040 - 28060,68040.0,28060.0,265.8,505829.62
68041 - 28060,68041.0,28060.0,247.57,474394.79
68042 - 28060,68042.0,28060.0,262.3,509128.19
68043 - 28060,68043.0,28060.0,258.58,505900.82
68044 - 28060,68044.0,28060.0,256.26,499451.52
69004 - 28060,69004.0,28060.0,268.32,513567.51
72018 - 28060,72018.0,28060.0,405.55,790629.84
72019 - 28060,72019.0,28060.0,420.55,812906.53
72020 - 28060,72020.0,28060.0,381.96,741583.98
72021 - 28060,72021.0,28060.0,411.52,809975.92
72022 - 28060,72022.0,28060.0,388.5,760075.89
72023 - 28060,72023.0,28060.0,416.78,783334.61
72024 - 28060,72024.0,28060.0,401.68,776886.81
75035 - 28060,75035.0,28060.0,489.63,928290.35
78076 - 28060,78076.0,28060.0,504.05,987825.89
78077 - 28060,78077.0,28060.0,506.63,990700.18
78078 - 28060,78078.0,28060.0,509.78,1003919.42
78079 - 28060,78079.0,28060.0,506.63,992048.36
78080 - 28060,78080.0,28060.0,495.26,963850.35
78081 - 28060,78081.0,28060.0,500.95,975426.63
78082 - 28060,78082.0,28060.0,485.49,930625.35
78083 - 28060,78083.0,28060.0,464.66,911231.24
78084 - 28060,78084.0,28060.0,453.77,892607.77
78085 - 28060,78085.0,28060.0,492.62,957271.31
78086 - 28060,78086.0,28060.0,489.08,930819.68
78087 - 28060,78087.0,28060.0,497.46,939814.16
78088 - 28060,78088.0,28060.0,480.12,912125.4
78089 - 28060,78089.0,28060.0,517.39,991529.44
78090 - 28060,78090.0,28060.0,542.63,1044033.91
78091 - 28060,78091.0,28060.0,514.74,1004380.67
34003 - 28060,34003.0,28060.0,160.33,286382.65
34004 - 28060,34004.0,28060.0,141.03,267377.57
36003 - 28060,36003.0,28060.0,88.63,163708.63
36004 - 28060,36004.0,28060.0,97.66,159318.29
36005 - 28060,36005.0,28060.0,90.11,166056.8
38009 - 28060,38009.0,28060.0,58.83,75297.77
38010 - 28060,38010.0,28060.0,62.86,81201.82
38011 - 28060,38011.0,28060.0,72.01,126201.12
72025 - 28060,72025.0,28060.0,442.93,846309.31
72027 - 28060,72027.0,28060.0,391.75,771998.43
72028 - 28060,72028.0,28060.0,409.93,798861.72
72029 - 28060,72029.0,28060.0,383.49,753531.4
72030 - 28060,72030.0,28060.0,424.51,822192.73
72031 - 28060,72031.0,28060.0,429.05,830957.64
72032 - 28060,72032.0,28060.0,408.86,792817.0
72033 - 28060,72033.0,28060.0,396.4,771252.87
72034 - 28060,72034.0,28060.0,397.97,756313.8
72035 - 28060,72035.0,28060.0,418.39,813366.57
72036 - 28060,72036.0,28060.0,426.04,819644.63
72037 - 28060,72037.0,28060.0,411.6,795561.61
72038 - 28060,72038.0,28060.0,389.02,750936.91
72039 - 28060,72039.0,28060.0,409.51,802688.94
78021 - 28060,78021.0,28060.0,519.02,995227.41
78022 - 28060,78022.0,28060.0,524.88,999674.66
78023 - 28060,78023.0,28060.0,543.9,1021224.53
78024 - 28060,78024.0,28060.0,484.68,928073.22
78025 - 28060,78025.0,28060.0,528.69,1007238.85
78026 - 28060,78026.0,28060.0,508.85,992994.25
78092 - 28060,78092.0,28060.0,461.14,900052.0
36006 - 28060,36006.0,28060.0,81.26,139925.31
36007 - 28060,36007.0,28060.0,85.65,152604.44
36008 - 28060,36008.0,28060.0,88.06,154836.19
93012 - 28060,93012.0,28060.0,90.15,138369.48
60014 - 28060,60014.0,28060.0,299.42,571108.7
109011 - 28060,109011.0,28060.0,217.72,393813.56
109012 - 28060,109012.0,28060.0,218.02,401148.78
109013 - 28060,109013.0,28060.0,219.76,402816.8
65080 - 28060,65080.0,28060.0,438.19,816371.12
65081 - 28060,65081.0,28060.0,411.03,783879.59
65082 - 28060,65082.0,28060.0,390.09,757654.32
65083 - 28060,65083.0,28060.0,400.64,783398.5
65084 - 28060,65084.0,28060.0,429.85,803401.93
65085 - 28060,65085.0,28060.0,430.19,806429.59
65086 - 28060,65086.0,28060.0,421.45,800247.71
65087 - 28060,65087.0,28060.0,425.18,834591.11
36009 - 28060,36009.0,28060.0,101.3,136741.66
36010 - 28060,36010.0,28060.0,93.88,162369.92
37055 - 28060,37055.0,28060.0,56.84,97985.42
42018 - 28060,42018.0,28060.0,163.31,314843.29
42019 - 28060,42019.0,28060.0,181.18,338858.16
42020 - 28060,42020.0,28060.0,193.93,360319.29
42021 - 28060,42021.0,28060.0,171.63,324313.01
42022 - 28060,42022.0,28060.0,179.29,346083.32
42023 - 28060,42023.0,28060.0,178.78,339825.41
42024 - 28060,42024.0,28060.0,183.79,346691.2
42025 - 28060,42025.0,28060.0,169.74,322877.09
42026 - 28060,42026.0,28060.0,180.17,319841.04
78027 - 28060,78027.0,28060.0,516.8,1011794.11
78028 - 28060,78028.0,28060.0,511.78,996386.72
78029 - 28060,78029.0,28060.0,477.36,930542.15
78030 - 28060,78030.0,28060.0,503.46,986018.93
78031 - 28060,78031.0,28060.0,502.54,985158.97
78032 - 28060,78032.0,28060.0,501.32,950529.96
78033 - 28060,78033.0,28060.0,469.85,924176.81
78034 - 28060,78034.0,28060.0,509.4,995117.56
78035 - 28060,78035.0,28060.0,509.88,1003516.78
80054 - 28060,80054.0,28060.0,608.49,1187083.36
80055 - 28060,80055.0,28060.0,580.93,1135768.46
80056 - 28060,80056.0,28060.0,637.44,1225944.19
80057 - 28060,80057.0,28060.0,569.82,1126035.91
69059 - 28060,69059.0,28060.0,272.9,527459.85
69060 - 28060,69060.0,28060.0,305.9,550776.23
69061 - 28060,69061.0,28060.0,302.4,577914.98
69062 - 28060,69062.0,28060.0,288.29,530810.65
69063 - 28060,69063.0,28060.0,290.12,550356.7
69064 - 28060,69064.0,28060.0,278.0,516783.97
69065 - 28060,69065.0,28060.0,279.36,535611.16
69066 - 28060,69066.0,28060.0,309.44,572395.59
69067 - 28060,69067.0,28060.0,267.81,513275.82
37056 - 28060,37056.0,28060.0,78.03,127937.87
37057 - 28060,37057.0,28060.0,77.15,133937.87
37058 - 28060,37058.0,28060.0,92.43,150988.5
37059 - 28060,37059.0,28060.0,93.25,160881.48
37060 - 28060,37060.0,28060.0,71.69,128108.99
38001 - 28060,38001.0,28060.0,69.77,112549.99
34021 - 28060,34021.0,28060.0,112.43,170618.04
34022 - 28060,34022.0,28060.0,177.67,304770.21
36026 - 28060,36026.0,28060.0,113.74,184477.58
36027 - 28060,36027.0,28060.0,84.68,137766.5
36028 - 28060,36028.0,28060.0,86.85,154827.18
80058 - 28060,80058.0,28060.0,594.95,1133789.05
80059 - 28060,80059.0,28060.0,602.11,1137392.97
80060 - 28060,80060.0,28060.0,603.77,1162999.84
80061 - 28060,80061.0,28060.0,569.23,1119400.17
80062 - 28060,80062.0,28060.0,605.71,1162637.98
80063 - 28060,80063.0,28060.0,591.52,1169260.45
80064 - 28060,80064.0,28060.0,604.79,1145377.06
69005 - 28060,69005.0,28060.0,281.99,538424.08
103022 - 28060,103022.0,28060.0,177.39,319987.38
103023 - 28060,103023.0,28060.0,181.34,334490.76
103024 - 28060,103024.0,28060.0,204.01,375345.64
103025 - 28060,103025.0,28060.0,193.98,360751.28
97061 - 28060,97061.0,28060.0,125.69,231781.51
97062 - 28060,97062.0,28060.0,122.88,219088.9
97063 - 28060,97063.0,28060.0,180.05,300356.34
97064 - 28060,97064.0,28060.0,167.78,286136.42
97065 - 28060,97065.0,28060.0,162.06,271298.91
97066 - 28060,97066.0,28060.0,134.92,242685.61
97067 - 28060,97067.0,28060.0,171.11,288530.34
97068 - 28060,97068.0,28060.0,134.09,226053.8
97069 - 28060,97069.0,28060.0,180.53,298743.46
97070 - 28060,97070.0,28060.0,167.31,276362.17
97071 - 28060,97071.0,28060.0,124.51,220686.13
97072 - 28060,97072.0,28060.0,141.88,257720.13
96057 - 28060,96057.0,28060.0,188.21,339396.91
96058 - 28060,96058.0,28060.0,172.65,322081.24
96059 - 28060,96059.0,28060.0,174.53,326685.52
96060 - 28060,96060.0,28060.0,191.35,342558.78
96061 - 28060,96061.0,28060.0,187.61,339276.97
96062 - 28060,96062.0,28060.0,186.44,337965.95
96063 - 28060,96063.0,28060.0,186.37,338841.84
96064 - 28060,96064.0,28060.0,178.12,328254.78
96065 - 28060,96065.0,28060.0,180.67,334050.03
96066 - 28060,96066.0,28060.0,186.38,337840.87
96067 - 28060,96067.0,28060.0,183.19,335005.63
96068 - 28060,96068.0,28060.0,182.22,334008.89
96069 - 28060,96069.0,28060.0,186.82,343218.2
96070 - 28060,96070.0,28060.0,186.07,337157.9
96071 - 28060,96071.0,28060.0,177.23,328951.31
96072 - 28060,96072.0,28060.0,179.92,331580.41
96073 - 28060,96073.0,28060.0,181.45,335272.42
96074 - 28060,96074.0,28060.0,180.61,332166.17
103026 - 28060,103026.0,28060.0,200.83,370174.79
97073 - 28060,97073.0,28060.0,129.72,221951.18
97074 - 28060,97074.0,28060.0,130.46,222051.72
97075 - 28060,97075.0,28060.0,141.05,250954.67
103027 - 28060,103027.0,28060.0,211.59,352264.58
103028 - 28060,103028.0,28060.0,190.5,357956.17
103029 - 28060,103029.0,28060.0,198.04,369658.92
103030 - 28060,103030.0,28060.0,205.81,345463.98
103031 - 28060,103031.0,28060.0,225.72,395153.27
103032 - 28060,103032.0,28060.0,180.66,336057.73
103033 - 28060,103033.0,28060.0,179.28,316566.79
103034 - 28060,103034.0,28060.0,167.94,316909.87
103035 - 28060,103035.0,28060.0,169.41,325806.06
103036 - 28060,103036.0,28060.0,208.19,348683.7
103037 - 28060,103037.0,28060.0,186.64,339831.36
103038 - 28060,103038.0,28060.0,183.16,338451.95
103039 - 28060,103039.0,28060.0,211.47,372883.15
103040 - 28060,103040.0,28060.0,177.04,318540.76
103041 - 28060,103041.0,28060.0,203.1,375073.79
103042 - 28060,103042.0,28060.0,191.66,361416.03
103043 - 28060,103043.0,28060.0,191.8,342419.13
103044 - 28060,103044.0,28060.0,173.98,330232.15
103045 - 28060,103045.0,28060.0,183.78,338334.9
103046 - 28060,103046.0,28060.0,194.85,364710.0
103047 - 28060,103047.0,28060.0,189.84,355685.65
103048 - 28060,103048.0,28060.0,179.47,321730.68
103049 - 28060,103049.0,28060.0,184.65,322754.02
97076 - 28060,97076.0,28060.0,137.36,242310.17
97077 - 28060,97077.0,28060.0,172.7,292735.95
97078 - 28060,97078.0,28060.0,142.71,262145.29
97079 - 28060,97079.0,28060.0,168.62,287835.59
97080 - 28060,97080.0,28060.0,124.93,216140.84
97081 - 28060,97081.0,28060.0,174.83,294705.12
97082 - 28060,97082.0,28060.0,129.2,221028.01
97083 - 28060,97083.0,28060.0,146.77,266611.67
97084 - 28060,97084.0,28060.0,168.86,287020.97
97085 - 28060,97085.0,28060.0,172.81,291222.81
97086 - 28060,97086.0,28060.0,131.76,221317.13
97087 - 28060,97087.0,28060.0,122.06,218422.55
97088 - 28060,97088.0,28060.0,120.56,217507.33
97089 - 28060,97089.0,28060.0,169.74,290154.49
97090 - 28060,97090.0,28060.0,134.44,240109.38
98001 - 28060,98001.0,28060.0,139.82,233058.24
103050 - 28060,103050.0,28060.0,176.47,331813.05
96001 - 28060,96001.0,28060.0,181.55,332296.17
96002 - 28060,96002.0,28060.0,183.79,335791.2
96003 - 28060,96003.0,28060.0,171.54,322620.46
96004 - 28060,96004.0,28060.0,179.5,331243.44
96005 - 28060,96005.0,28060.0,183.52,334649.17
96006 - 28060,96006.0,28060.0,178.87,330519.73
96075 - 28060,96075.0,28060.0,186.68,340611.36
96076 - 28060,96076.0,28060.0,170.87,322551.58
96077 - 28060,96077.0,28060.0,177.55,330245.31
96078 - 28060,96078.0,28060.0,176.85,325482.73
96079 - 28060,96079.0,28060.0,165.76,316138.49
96080 - 28060,96080.0,28060.0,173.62,329665.62
96081 - 28060,96081.0,28060.0,178.98,333535.19
96082 - 28060,96082.0,28060.0,186.0,341645.62
96083 - 28060,96083.0,28060.0,184.89,335815.41
96084 - 28060,96084.0,28060.0,185.54,338822.11
97001 - 28060,97001.0,28060.0,154.13,265548.32
97002 - 28060,97002.0,28060.0,125.17,216908.27
97003 - 28060,97003.0,28060.0,143.34,261890.93
97004 - 28060,97004.0,28060.0,154.91,264487.39
97005 - 28060,97005.0,28060.0,138.77,248780.23
97006 - 28060,97006.0,28060.0,135.4,240875.83
97007 - 28060,97007.0,28060.0,162.42,271727.57
97008 - 28060,97008.0,28060.0,166.86,284076.95
97009 - 28060,97009.0,28060.0,143.1,260112.36
97010 - 28060,97010.0,28060.0,122.79,215169.23
97011 - 28060,97011.0,28060.0,138.38,254219.45
93001 - 28060,93001.0,28060.0,89.78,137022.89
93002 - 28060,93002.0,28060.0,87.08,137632.15
93003 - 28060,93003.0,28060.0,74.81,123847.05
93004 - 28060,93004.0,28060.0,73.13,113981.51
93005 - 28060,93005.0,28060.0,61.01,106756.28
93006 - 28060,93006.0,28060.0,91.74,139528.93
93007 - 28060,93007.0,28060.0,60.25,99362.86
93008 - 28060,93008.0,28060.0,70.38,112632.64
93010 - 28060,93010.0,28060.0,70.44,111822.24
93011 - 28060,93011.0,28060.0,93.58,146651.6
98007 - 28060,98007.0,28060.0,125.06,216124.7
98008 - 28060,98008.0,28060.0,141.42,260505.05
98009 - 28060,98009.0,28060.0,136.85,256156.59
98010 - 28060,98010.0,28060.0,125.32,232531.41
96007 - 28060,96007.0,28060.0,174.75,322280.87
96008 - 28060,96008.0,28060.0,187.9,342340.83
96009 - 28060,96009.0,28060.0,188.73,343026.18
96010 - 28060,96010.0,28060.0,183.23,336089.07
96011 - 28060,96011.0,28060.0,192.4,343867.99
96012 - 28060,96012.0,28060.0,176.07,326033.13
96013 - 28060,96013.0,28060.0,183.15,332850.57
96014 - 28060,96014.0,28060.0,181.7,334272.64
96015 - 28060,96015.0,28060.0,167.23,313860.02
96016 - 28060,96016.0,28060.0,169.82,325297.58
102009 - 28060,102009.0,28060.0,569.95,1099875.33
102010 - 28060,102010.0,28060.0,580.97,1114529.95
102011 - 28060,102011.0,28060.0,547.56,1074286.03
102012 - 28060,102012.0,28060.0,559.13,1091417.45
102013 - 28060,102013.0,28060.0,550.88,1081576.65
97012 - 28060,97012.0,28060.0,126.49,218350.1
97013 - 28060,97013.0,28060.0,128.78,219478.17
97014 - 28060,97014.0,28060.0,132.75,221016.71
97015 - 28060,97015.0,28060.0,174.28,292667.56
97016 - 28060,97016.0,28060.0,130.31,236144.34
103051 - 28060,103051.0,28060.0,171.95,329565.54
103052 - 28060,103052.0,28060.0,183.66,348039.8
103053 - 28060,103053.0,28060.0,184.31,348133.5
103054 - 28060,103054.0,28060.0,180.96,344165.03
103055 - 28060,103055.0,28060.0,186.27,322762.48
103056 - 28060,103056.0,28060.0,207.35,377048.17
103057 - 28060,103057.0,28060.0,180.1,339027.07
103058 - 28060,103058.0,28060.0,186.69,341428.57
103059 - 28060,103059.0,28060.0,186.31,340585.32
103060 - 28060,103060.0,28060.0,206.88,379556.2
103061 - 28060,103061.0,28060.0,175.18,330266.92
103062 - 28060,103062.0,28060.0,200.97,372490.68
103063 - 28060,103063.0,28060.0,193.35,357474.07
103064 - 28060,103064.0,28060.0,168.96,316824.47
103065 - 28060,103065.0,28060.0,203.64,373716.67
103066 - 28060,103066.0,28060.0,195.15,332313.22
103067 - 28060,103067.0,28060.0,208.47,379852.34
98011 - 28060,98011.0,28060.0,122.2,218595.43
98012 - 28060,98012.0,28060.0,143.21,262307.96
98013 - 28060,98013.0,28060.0,115.59,212501.39
98014 - 28060,98014.0,28060.0,128.14,219172.28
98015 - 28060,98015.0,28060.0,138.05,258325.32
98016 - 28060,98016.0,28060.0,122.83,213917.74
98017 - 28060,98017.0,28060.0,140.16,248712.49
98018 - 28060,98018.0,28060.0,140.43,246883.9
98019 - 28060,98019.0,28060.0,124.7,230629.04
98020 - 28060,98020.0,28060.0,132.64,238023.63
98021 - 28060,98021.0,28060.0,133.45,253014.34
98022 - 28060,98022.0,28060.0,126.2,218322.9
98023 - 28060,98023.0,28060.0,122.74,219508.34
98024 - 28060,98024.0,28060.0,145.88,267137.76
98025 - 28060,98025.0,28060.0,145.85,267745.28
98026 - 28060,98026.0,28060.0,120.32,226940.74
98027 - 28060,98027.0,28060.0,142.03,248861.27
98028 - 28060,98028.0,28060.0,136.42,248830.55
98029 - 28060,98029.0,28060.0,116.98,223213.75
98030 - 28060,98030.0,28060.0,127.38,239363.08
98031 - 28060,98031.0,28060.0,138.88,257770.07
102014 - 28060,102014.0,28060.0,544.16,1070877.77
102015 - 28060,102015.0,28060.0,554.67,1091733.65
102016 - 28060,102016.0,28060.0,556.48,1093094.81
102017 - 28060,102017.0,28060.0,556.82,1089377.2
102018 - 28060,102018.0,28060.0,578.51,1111652.55
102019 - 28060,102019.0,28060.0,572.22,1105035.96
102020 - 28060,102020.0,28060.0,546.4,1077642.53
102021 - 28060,102021.0,28060.0,559.1,1092201.59
102022 - 28060,102022.0,28060.0,574.07,1114068.27
102023 - 28060,102023.0,28060.0,548.54,1075990.11
109038 - 28060,109038.0,28060.0,215.78,399307.77
109039 - 28060,109039.0,28060.0,230.66,415467.68
109040 - 28060,109040.0,28060.0,204.53,380063.97
110001 - 28060,110001.0,28060.0,369.55,727431.33
